id_film,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline
255343.0,Escobar: Paradise Lost,2014-10-11,"['Thriller', 'Romance']",English,6.3,720.0,18.554,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.",17000000,"['uFilm', 'Nexus Factory', 'Jaguar Films', 'Chapter 2', 'Roxbury', 'uMedia']",3758328,120.0,Welcome to the family
14636.0,The Condemned,2007-04-27,"['Action', 'Thriller']",English,6.0,684.0,18.544,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",0,"['Condemned Productions', 'Sidestreet Entertainment', 'WWE Studios', 'Colossal Entertainment', 'New Wave Entertainment', 'Lionsgate']",8642858,113.0,"10 Will Fight, 9 Will Die. You Get To Watch."
11287.0,A League of Their Own,1992-07-01,"['Comedy', 'Drama']",English,7.2,1210.0,18.543,"As America's stock of athletic young men is depleted during World War II, a professional all-female baseball league springs up in the Midwest, funded by publicity-hungry candy maker Walter Harvey. Competitive sisters Dottie Hinson and Kit Keller spar with each other, scout Ernie Capadino and grumpy has-been coach Jimmy Dugan on their way to fame.",40000000,"['Columbia Pictures', 'Parkway Productions']",132440069,128.0,"To achieve the incredible, you have to attempt the impossible."
9359.0,Maverick,1994-05-20,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",English,6.8,1388.0,18.543,"Maverick is a gambler who would rather con someone than fight them, and needs an additional three thousand dollars in order to enter a winner-takes-all poker game that begins in a few days, so he joins forces with a woman gambler with a marvellous southern accent, and the two try and enter the game.",75000000,"['Icon Entertainment International', 'Warner Bros. Pictures', 'Icon Productions', 'Donner/Shuler-Donner Productions']",183031272,127.0,"In their hands, a deck of cards was the only thing more dangerous than a gun."
618354.0,Superman: Man of Tomorrow,2020-08-23,"['Animation', 'Action', 'Science Fiction']",English,7.2,391.0,18.54,"It’s the dawn of a new age of heroes, and Metropolis has just met its first. But as Daily Planet intern Clark Kent – working alongside reporter Lois Lane – secretly wields his alien powers of flight, super-strength and x-ray vision in the battle for good, there’s even greater trouble on the horizon.",0,"['Warner Bros. Animation', 'DC Entertainment', 'Warner Bros. Home Entertainment Group']",0,86.0,"Before he was the Man of Steel, he was the Man of Tomorrow."
10222.0,Kickboxer,1989-04-20,"['Action', 'Thriller', 'Drama']",English,6.8,1199.0,18.537,"If your enemy refuses to be humbled... Destroy him. Accompanied by his brother Kurt (Van Damme), American kickboxing champion Eric Sloane (Dennis Alexio), arrives in Thailand to defeat the Eastern warriors at their own sport. His opponent: ruthless fighter and Thai champion, Tong Po. Tong not only defeats Eric, he paralyzes him for life. Crazed with anger, Kurt vows revenge.",1500000,"['Kings Road Entertainment', 'Cannon Group']",14697005,97.0,An Ancient Sport Becomes A Deadly Game.
452.0,The Idiots,1998-04-28,"['Drama', 'Comedy']",Danish,6.5,457.0,18.536,With his first Dogma-95 film director Lars von Trier opens up a completely new film platform. With a mix of home-video and documentary styles the film tells the story of a group of young people who have decided to get to know their “inner-idiots” and thus not only facing and breaking their outer appearance but also their inner.,2500000,"['Zentropa Entertainments', 'DR TV']",7235,117.0,Society is the mother of all Idiots.
10975.0,Operation Condor,1991-02-07,"['Action', 'Adventure', 'Crime', 'Thriller']",cn,7.3,460.0,18.531,"Hired by a Spanish baron, Hong Kong treasure hunter Jackie, a.k.a. ""Asian Hawk"" and his entourage seek WWII Nazi gold buried in the Sahara Desert.",0,['Orange Sky Golden Harvest'],0,106.0,"On his most dangerous mission ever, the world's toughest secret agent isn't going in alone."
51052.0,Arthur Christmas,2011-11-10,"['Drama', 'Animation', 'Family', 'Comedy']",English,6.8,1279.0,18.53,"This movie reveals the incredible, never-before seen answer to every child's question: ""So how does Santa deliver all those presents in one night?"" The answer: Santa's (Jim Broadbent's) exhilarating, ultra-high-tech operation hidden beneath the North Pole. But at the center of this movie is a story about a family in a state of comic dysfunction and an unlikely hero, Arthur (James McAvoy), with an urgent mission that must be completed before Christmas morning dawns.",10000000,"['Columbia Pictures', 'Sony Pictures Animation', 'Aardman']",0,97.0,Ever wonder how 2 Billion presents get delivered all in 1 night?
527.0,Once Were Warriors,1994-09-02,['Drama'],English,7.4,352.0,18.53,"A drama about a Maori family living in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",0,"['Avalon Studios', 'New Zealand Film Commission', 'NZ on Air']",1608570,99.0,"A family in crisis, a life in chaos... Nothing is more powerful than a mother's love."
9053.0,DOA: Dead or Alive,2006-09-07,"['Adventure', 'Action', 'Thriller']",English,5.2,715.0,18.528,Four beautiful rivals at an invitation-only martial-arts tournament join forces against a sinister threat. Princess Kasumi is an aristocratic warrior trained by martial-arts masters. Tina Armstrong is a wrestling superstar. Helena Douglas is an athlete with a tragic past. Christie Allen earns her keep as a thief and an assassin-for-hire.,21000000,"['Dimension Films', 'Impact Pictures', 'Mindfire Entertainment', 'Team Ninja', 'VIP 4 Medienfonds', 'Tecmo', 'Bernd Eichinger Productions', 'Constantin Film', 'Summit Entertainment']",7563172,87.0,"They're the ultimate fighters. They've got the looks. They've got the moves, and the men fall at their feet."
13342.0,Fast Times at Ridgemont High,1982-08-13,['Comedy'],English,6.8,1067.0,18.527,"Based on the real-life adventures chronicled by Cameron Crowe, Fast Times follows a group of high school students growing up in Southern California. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. At the center of the film is Jeff Spicoli, a perpetually stoned surfer who faces-off with the resolute Mr. Hand—a man convinced that everyone is on dope.",4500000,"['Refugee Films', 'Universal Pictures']",27092880,90.0,"At Ridgemont High, only the rules get busted!"
754744.0,Ball Red Daughter-in-law,2020-10-16,['Drama'],Korean,3.0,1.0,18.526,"Hail is worried because Seungha, a pretty and sexy daughter-in-law, looks like a woman these days. An open-minded way of walking around the house in short clothes without hesitation, showing aegyo, etc. It is becoming increasingly intolerable to the tsunami. Hearing the sound of his son Do-jin and Seung-ha having sex is also starting to get harder. One day, the tsunami was spent relaxing at an illegal massage parlor. He takes a nap, but Seung-ha appears and seduces himself to dream of having sex. Seungha gazes at the tsunami who wakes up after having a sweet dream.",0,[],0,71.0,NO_TAGLINE
23169.0,Remember Me,2010-03-11,"['Drama', 'Romance']",English,7.1,3325.0,18.526,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",16000000,['Summit Entertainment'],56032889,113.0,Live in the moments.
889.0,The Flintstones in Viva Rock Vegas,2000-04-28,"['Comedy', 'Family', 'Romance']",English,4.8,665.0,18.525,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",83000000,"['Amblin Entertainment', 'Universal Pictures']",59468275,90.0,Get ready to rock!
9064.0,Hellbound: Hellraiser II,1988-12-23,"['Horror', 'Thriller']",English,6.4,941.0,18.523,"Doctor Channard is sent a new patient, a girl warning of the terrible creatures that have destroyed her family, Cenobites who offer the most intense sensations of pleasure and pain. But Channard has been searching for the doorway to Hell for years, and Kirsty must follow him to save her father and witness the power struggles among the newly damned.",3000000,"['Film Futures', 'New World Pictures', 'Cinemarque Entertainment', 'King Video Productions']",12090735,97.0,Time to play.
426613.0,The Miseducation of Cameron Post,2018-07-18,['Drama'],English,7.0,871.0,18.519,"Pennsylvania, 1993. After getting caught with another girl, teenager Cameron Post is sent to a conversion therapy center run by the strict Dr. Lydia Marsh and her brother, Reverend Rick, whose treatment consists in repenting for feeling “same sex attraction.” Cameron befriends fellow sinners Jane and Adam, thus creating a new family to deal with the surrounding intolerance.",900000,"['Beachside Films', 'Parkville Pictures']",2019874,92.0,Come as you are.
580532.0,Crisis,2021-02-26,"['Thriller', 'Crime', 'Drama']",English,6.4,252.0,18.515,"Three stories about the world of opioids collide: a drug trafficker arranges a multi-cartel Fentanyl smuggling operation between Canada and the U.S., an architect recovering from an OxyContin addiction tracks down the truth behind her son's involvement with narcotics, and a university professor battles unexpected revelations about his research employer, a drug company with deep government influence bringing a new ""non-addictive"" painkiller to market.",0,"['Bideford Productions', 'Burn Later Productions', 'Construction Film', 'Green Room Films', 'Matisse Pictures', 'Tuesday Films', 'Les Productions LOD', 'Paradise City Films']",0,118.0,Addiction is an industry.
397837.0,Before I Fall,2017-03-02,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",English,7.0,3210.0,18.515,"Samantha Kingston has everything. Then, everything changes. After one fateful night, she wakes up with no future at all. Trapped into reliving the same day over and over, she begins to question just how perfect her life really was.",5000000,"['Open Road Films', 'Jon Shestack Productions', 'Awesomeness Films', 'Good Universe']",18900000,98.0,What if today was the only day of the rest of your life?
845.0,Strangers on a Train,1951-06-27,"['Crime', 'Thriller']",English,7.7,1423.0,18.514,"A deranged socialite accosts a tennis star with his theory that if two strangers trade murders, they can disguise their motives and avoid suspicion.",1200000,['Warner Bros. Pictures'],7000000,101.0,It starts with a shriek of a train whistle... and ends with shrieking excitement!
568.0,Apollo 13,1995-06-30,"['History', 'Drama', 'Adventure']",English,7.4,4899.0,18.514,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",52000000,"['Imagine Entertainment', 'Universal Pictures', 'TF1 International']",355237933,140.0,"Houston, we have a problem."
143.0,All Quiet on the Western Front,1930-04-29,"['Drama', 'War']",English,7.8,664.0,18.506,"A young soldier faces profound disillusionment in the soul-destroying horror of World War I. Together with several other young German soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. They eventually become sad, tormented, and confused of their purpose.",1448864,['Universal Pictures'],3270000,152.0,They left for war as boys never to return as men.
300673.0,The Finest Hours,2016-01-27,"['Action', 'Drama', 'History', 'Thriller']",English,6.6,1466.0,18.504,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,80000000,"['Red Hawk Entertainment', 'Walt Disney Pictures', 'Whitaker Entertainment', 'Bergsten Music']",52099090,117.0,"32 survivors, room for 12."
13939.0,Death Wish,1974-07-24,"['Crime', 'Drama', 'Action']",English,6.9,686.0,18.504,"After his wife is murdered by street punks, a pacifistic New York City architect becomes a one-man vigilante squad, prowling the streets for would-be muggers after dark.",3000000,"['Landers-Roberts Productions', 'Dino De Laurentiis Company', 'Scimitar Films']",22000000,93.0,"Vigilante, city style -- Judge, Jury, and Executioner"
537055.0,Wonder Woman: Bloodlines,2019-10-04,"['Science Fiction', 'Animation']",English,7.0,427.0,18.5,"Wonder Woman tries to help a troubled young girl who has fallen in with a deadly organization known as Villainy, Inc.",0,"['Warner Bros. Animation', 'DC Entertainment']",0,83.0,NO_TAGLINE
208763.0,Forbidden Empire,2014-01-30,"['Thriller', 'Adventure', 'Mystery', 'Fantasy', 'Horror', 'Science Fiction']",Russian,5.9,253.0,18.5,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",26000000,"['Russian Film Group', 'Marinsgroup']",34592118,128.0,The truth is in you
8069.0,Barbarella,1968-10-10,"['Science Fiction', 'Adventure']",English,6.0,604.0,18.499,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",9000000,"['Paramount', 'Dino de Laurentiis Cinematografica', 'Marianne Productions']",2500000,98.0,See Barbarella do her thing!
280217.0,The Lego Movie 2: The Second Part,2019-02-06,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",English,6.7,1890.0,18.498,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.",99000000,"['Vertigo Entertainment', 'Animal Logic', 'Warner Bros. Pictures Animation', 'Lord Miller', 'Rideback', 'LEGO']",199603202,106.0,They come in pieces
692969.0,Cadaver,2020-10-22,"['Drama', 'Horror', 'Thriller']",Norwegian,5.6,552.0,18.495,"In the aftermath of a nuclear disaster, a starving family find hope in a charismatic hotel owner. Lured by the prospect of a free dinner, they discover that the evening's entertainment blurs the lines between performance and reality. Will they wind up the spectators or the spectacle?",0,"['Motion Blur', 'SF Studios']",0,86.0,NO_TAGLINE
551804.0,Freaky,2020-11-12,"['Comedy', 'Fantasy', 'Horror', 'Thriller']",English,6.6,1333.0,18.492,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",5000000,"['Universal Pictures', 'Blumhouse Productions', 'Divide / Conquer']",15104310,102.0,Basic switch. Killer new look.
9571.0,Dazed and Confused,1993-09-24,['Comedy'],English,7.3,1779.0,18.489,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",69000000,"['Gramercy Pictures', 'Alphaville Productions']",7993039,102.0,See it with a bud.
9036.0,Eight Below,2006-02-17,"['Adventure', 'Drama', 'Family']",English,7.0,1547.0,18.485,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.",40000000,"['Walt Disney Pictures', 'Spyglass Entertainment', 'Mandeville Films', 'Winking Productions', 'Vertigo Entertainment', 'The Kennedy/Marshall Company']",120455994,120.0,"The Most Amazing Story Of Survival, Friendship, And Adventure Ever Told."
11205.0,Wheels on Meals,1984-08-17,"['Romance', 'Action', 'Comedy', 'Crime']",cn,6.9,325.0,18.482,"Cousins Thomas and David, owners of a mobile restaurant, team up with their friend Moby, a bumbling private detective, to save the beautiful Sylvia, a pickpocket.",0,"['Orange Sky Golden Harvest', 'Laurenfilm']",0,108.0,Not since Don Quixote has Spain had so much fun!
40132.0,Emanuelle and the White Slave Trade,1978-04-20,['Drama'],Italian,4.5,32.0,18.481,"While attempting to interview an elusive gangster, photojournalist Emanuelle notices a man pushing a girl in a wheelchair through the airport. Later, in another country she sees the same man and the girl up and walking. Intrigued, she does a bit of investigating and uncovers an organization dealing in the buying and selling of young women. She goes undercover into the organization but finds that getting out again could cost her her career...and her life.",0,"['Gico Cinematografica S.r.L.', 'Flora Film', 'Fulvia Film']",0,88.0,NO_TAGLINE
314095.0,The Lost City of Z,2017-03-15,"['Adventure', 'Drama', 'History']",English,6.4,2576.0,18.479,"A true-life drama in the 1920s, centering on British explorer Col. Percy Fawcett, who discovered evidence of a previously unknown, advanced civilization in the Amazon and disappeared whilst searching for it.",30000000,"['Northern Ireland Screen', 'Plan B Entertainment', 'Sierra/Affinity', 'MICA Entertainment', 'MadRiver Pictures', 'Keep Your Head Productions']",8574339,141.0,A man's reach should exceed his grasp... or what's a heaven for?
302.0,Swimming Pool,2003-05-21,"['Crime', 'Thriller']",English,6.5,605.0,18.476,"A British crime novelist travels to her publisher's upmarket summer house in Southern France to seek solitude in order to work on her next book. However, the unexpected arrival of the publisher's daughter induces complications and a subsequent crime.",7800000,"['France 2 Cinéma', 'Canal+', 'Fidélité Productions', 'Gimages', 'FOZ', 'Headforce Ltd.', 'Focus Features', 'Celluloid Dreams']",22441323,102.0,"On the surface, all is calm."
15567.0,Stitch! The Movie,2003-08-26,"['Comedy', 'Adventure', 'Family', 'Animation']",English,6.5,625.0,18.472,"The continuing adventures of Lilo, a little Hawaiian girl, and Stitch, the galaxy's most-wanted extraterrestrial. Stitch, Pleakley, and Dr. Jumba are all part of the household now, but what Lilo and Stitch don't know is that Dr. Jumba brought his other alien ""experiments"" to Hawaiʻi as well.",0,['Disney Television Animation'],0,60.0,Stitch was Experiment 626...meet the other 625!
992187.0,Chip and Potato: Chip's Holiday,2022-06-27,['Animation'],English,5.3,6.0,18.469,"When falling coconuts keep everyone awake all night on vacation, Chip and Potato come up with a plan to help the family get a puggy good night's sleep!",0,[],0,24.0,NO_TAGLINE
45139.0,Jesus,1979-10-19,"['Drama', 'History']",English,8.3,186.0,18.464,"Three and a half years of Jesus' ministry, as told in the Gospel of Luke.",0,['Inspirational Films'],0,117.0,The story of Jesus according to the Gospel of Luke.
513045.0,Stuber,2019-07-11,"['Action', 'Comedy']",English,6.7,1149.0,18.462,"After crashing his car, a cop who's recovering from eye surgery recruits an Uber driver to help him catch a heroin dealer. The mismatched pair soon find themselves in for a wild day of stakeouts and shootouts as they encounter the city's seedy side.",16000000,['GoldDay'],32400000,93.0,Saving the day takes a pair.
242095.0,The Signal,2014-03-15,"['Thriller', 'Science Fiction']",English,6.0,1509.0,18.449,"On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness - only to find himself in a waking nightmare.",4000000,"['Signal Film Group', 'Low Spark Films', 'Automatik Entertainment', 'Focus Features']",2665322,97.0,R U Agitated?
59961.0,Safe House,2012-02-08,"['Action', 'Thriller']",English,6.4,3223.0,18.448,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",85000000,"['Universal Pictures', 'Relativity Media', 'Bluegrass Films', 'dentsu']",208076205,115.0,No one is safe
375355.0,Don't Hang Up,2016-10-22,"['Horror', 'Thriller']",English,6.2,444.0,18.447,An evening of drunken prank calls becomes a nightmare for a pair of teenagers when a mysterious stranger turns their own game against them.,0,"['Wild Spark', 'Bigscope Films', ""Don't Hang Up Films""]",0,83.0,Be Careful Who You Prank
46261.0,Don't Be Afraid of the Dark,2010-11-06,"['Fantasy', 'Horror', 'Thriller']",English,5.8,939.0,18.446,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,25000000,"['Miramax', 'FilmDistrict', 'Necropia Entertainment', 'Gran Via Productions', 'Tequila Gang']",36993168,99.0,Fear is never just make believe
10623.0,Cradle 2 the Grave,2003-02-28,"['Action', 'Crime', 'Drama']",English,6.1,795.0,18.442,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",25000000,"['Silver Pictures', 'Warner Bros. Pictures']",56489558,101.0,Mortal enemies make dangerous friends.
566451.0,Re:ZERO -Starting Life in Another World- The Frozen Bond,2019-11-08,"['Animation', 'Drama', 'Thriller', 'Fantasy']",Japanese,7.4,163.0,18.437,"Covered in ice and snow, Elior Forest is the home to dangerous magical beasts and 50 elves frozen in ice. One day, the great spirit Puck helps a young girl break out of her ice prison. Her name is Emilia, a half-elf born with silver hair, long ears, and amethyst eyes—features that resemble the evil Witch who destroyed half the world long ago.  Shunned by society because of her appearance, Emilia dwells in the forest with Puck as her sole companion and family. Burdened with a sin of destruction she does not remember committing, she spends her days trying to find a way to help her frozen kin. But when the great spirit Melakuera, the Arbitrator of the world, finds Emilia, her right to stay alive is brought into question. Will the bonds of ice she formed with Puck prove to be the warm thread that defies fate?",0,['White Fox'],0,76.0,NO_TAGLINE
54113.0,The Swan Princess: Escape from Castle Mountain,1997-06-19,"['Family', 'Fantasy', 'Animation', 'Romance']",English,6.1,263.0,18.432,"The first wedding anniversary of Princess Odette and Prince Derek is distracted by field fires set by Knuckles. His master Clavius, wants to conquer the world, and he needs to capture a giant orb to do that. Clavius kidnaps Queen Uberta and Odette with Derek have to save her.",0,"['Rich Animation Studios', 'Swan II LLC', 'NEST Family Entertainment']",273644,71.0,It Will Take All Her Magic to Rescue Her Friends!
513514.0,Lev Yashin. The Dream Goalkeeper,2019-11-28,['Drama'],Russian,8.1,49.0,18.431,"An ordinary working class boy, like all his peers, he played football day and night and dreamed of being a striker. But no matter which team he played for - in the yard, at the factory, or in the army - he was inevitably put in goal.",0,['Kremlin Films'],0,120.0,NO_TAGLINE
13474.0,P2,2007-11-09,"['Horror', 'Thriller']",English,6.2,723.0,18.431,A businesswoman finds herself locked with a unhinged security guard in a parking garage after getting stuck working late on Christmas Eve.,3500000,['Summit Entertainment'],7766240,98.0,A new level of terror.
41216.0,Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,"['Animation', 'Adventure', 'Family', 'Fantasy']",English,6.8,2082.0,18.427,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",80000000,"['Animal Logic', 'Cruel & Unusual Films', 'Village Roadshow Pictures']",140073390,97.0,On his way to finding a legend...he will become one.
459928.0,12 Feet Deep,2017-06-20,"['Thriller', 'Horror']",English,5.6,406.0,18.422,Two sisters are trapped under the fiberglass cover of an Olympic sized public pool and must brave the cold and each other to survive the harrowing night.,0,['Citizen Skull Productions'],6158,85.0,"100,000 gallons of water. 50 meters wide. NO. WAY. OUT."
38684.0,Jane Eyre,2011-03-11,"['Drama', 'Romance']",English,7.2,1337.0,18.421,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?",0,"['BBC Film', 'Ruby Films', 'Focus Features', 'Lipsync Productions']",34710627,120.0,She sought refuge… and found a place haunted by secrets.
807132.0,Blueback,2022-12-29,"['Adventure', 'Family', 'Drama']",English,6.6,11.0,18.419,"Based on the best-selling novel by Tim Winton, Blueback is a timely tale about the ocean, a beautiful marine creature, and a young girl’s power to change the world.",0,['HanWay Films'],0,102.0,He's their best kept secret.
498821.0,Kadaikutty Singam,2018-07-13,"['Romance', 'Comedy', 'Family', 'Action']",Tamil,7.2,17.0,18.418,"Gunasingam, a family-loving farmer who hails from a small town, tries his best to keep his big family united despite him being misunderstood by many.",0,['2D Entertainment'],0,148.0,NO_TAGLINE
44048.0,Unstoppable,2010-11-04,"['Action', 'Thriller']",English,6.6,3135.0,18.417,"A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania,  and proves to be unstoppable until a veteran engineer and young conductor risk their lives to try and stop it with a switch engine.",100000000,"['Prospect Park', 'Scott Free Productions', 'Firm Films', 'Millbrook Farm Productions', '20th Century Fox']",167805466,98.0,"1,000,000 Tons. 100,000 Lives. 100 Minutes."
